chrom	X0	X1	speed	d.Y	RT
chrXII	404345	399145	2600	-0.49029084206513945	0.5419088707235846
chrXII	392639	396939	2150	0.35440346189622046	0.5471476607339556
chrXII	403401	399301	2050	-0.535664607206129	0.5301509266237656
chrXII	405547	400847	2350	-0.45516921764497026	0.5502518664528057
chrXII	406206	401506	2350	-0.49671469652832373	0.5535502863289982
chrXII	438181	436181	1000	-0.41454735041172053	0.39580877474378545
chrXII	410890	405090	2900	-0.5125505012244012	0.6365926205061807
chrXII	407045	404545	1250	-0.5702132813062966	0.5890568535374031
chrXII	417245	420945	1850	0.4703688891385186	0.6394061491487428
chrXII	450645	447945	1350	-0.48638349343561366	0.5785794345565927
chrXII	410831	405731	2550	-0.45330942807743707	0.6365926205061807
chrXII	439796	434196	2800	-0.5629955731623939	0.38610756823261894
chrXII	409864	422864	6500	0.636541274462011	0.6643104224123414
chrXII	414602	418402	1900	0.5247377157458537	0.6793943610257599
chrXII	426165	431265	2550	0.5124521841987318	0.4289870266231215
chrXII	430687	427387	1650	-0.4394410832727195	0.43393457591744455
chrXII	426292	430092	1900	0.47841726473507523	0.43213017179739893
chrXII	454245	450745	1750	-0.35145079619830477	0.5686846580478095
chrXII	443442	439142	2150	-0.518454801425453	0.42048853073608133
chrXII	436648	432148	2250	-0.4825169837439547	0.37904516203837907
chrXII	452784	442684	5050	-0.4849786026195018	0.533992695228709
chrXII	460084	463084	1500	0.42998055963420356	0.48661178425802454
chrXII	461512	456212	2650	-0.5175601168240933	0.49534320830193046
chrXII	459680	461180	750	0.4643793110492573	0.49534320830193046
chrXII	461675	459875	900	-0.37927735531627454	0.49534320830193046
chrXII	485477	489877	2200	0.5443928501197218	0.44470307457437147
chrXII	505377	500077	2650	-0.6119779241087346	0.6676366101738587
chrXII	510066	504666	2700	-0.399744505233843	0.7493762233283364
chrXII	498833	494333	2250	-0.5536214944126395	0.5387657255493072
chrXII	489014	486914	1050	-0.4460972207386027	0.44470307457437147
chrXII	496046	491546	2250	-0.3867989980249277	0.48292558022687304
chrXII	501628	496828	2400	-0.5288157333671932	0.5888628004199922
chrXII	491418	489518	950	-0.32456112136194876	0.4237485586926134
chrXII	508936	504236	2350	-0.421872768688799	0.7394643167719868
chrXII	497858	494558	1650	-0.4549680058642332	0.5261930643322318
chrXII	499521	496421	1550	-0.4886411061042521	0.5736318047423039
chrXII	501191	498091	1550	-0.42584560419193995	0.6059368175932904
chrXII	505227	500127	2550	-0.49186823169510785	0.6676366101738587
chrXII	505258	501558	1850	-0.32241777495067514	0.6684515044350398
chrXII	519458	524058	2300	0.4111020256409781	0.6895612306027402
chrXII	510827	506427	2200	-0.4597200200586388	0.763445803621466
chrXII	515727	519027	1650	0.4465969989916235	0.7653085203006937
chrXII	527808	533408	2800	0.4089111044178971	0.5010808079971509
chrXII	518695	524095	2700	0.5904729253691087	0.6926656893843397
chrXII	519200	523200	2000	0.4638507506294027	0.6928985255183875
chrXII	516066	519766	1850	0.4174572064723162	0.7622236554776123
chrXII	529094	534394	2650	0.5294553694048689	0.4691499024098016
chrXII	527680	533480	2900	0.4376107116051031	0.5010808079971509
chrXII	539586	544986	2700	0.5201315250233074	0.2580518355331389
chrXII	522672	527772	2550	0.3224102946739241	0.6441595648056891
chrXII	522005	526105	2050	0.541232070020981	0.6502906448683015
chrXII	530060	535160	2550	0.4509405601855168	0.4590607507037445
chrXII	541490	545890	2200	0.5722251105401271	0.23236322878620988
chrXII	535250	539850	2300	0.48319033006257023	0.36577405453456246
chrXII	547314	552314	2500	0.4517862500076756	0.15968155963952835
chrXII	562914	557814	2550	-0.4669656048325684	0.21691869415940385
chrXII	546437	552637	3100	0.5135546141687839	0.1648094161428269
chrXII	545261	551461	3100	0.5981408115234099	0.17977701950975775
chrXII	542621	548421	2900	0.41491744759593385	0.2090470393038659
chrXII	560721	555021	2850	-0.44646319230173964	0.18315844396776637
chrXII	538059	543659	2800	0.47946969832767944	0.2857972442846929
chrXII	557369	553169	2100	-0.5595131052237166	0.1392312597831759
chrXII	540632	546132	2750	0.5115504501102739	0.23682021594074473
chrXII	546119	551019	2450	0.6067726847079248	0.17287523914429834
chrXII	564180	561180	1500	-0.5024168665479286	0.30820699750710184
chrXII	570614	566114	2250	-0.4747648916411429	0.36065182522658323
chrXII	565575	559975	2800	-0.5312810711152958	0.2863793346198124
chrXII	566124	563224	1450	-0.4425116223602182	0.3364376195721491
chrXII	581503	576403	2550	-0.5579225482894462	0.5812960171604151
chrXII	575169	570869	2150	-0.5084588650062825	0.4369417550775891
chrXII	578894	574694	2100	-0.4358223585319523	0.5154830231704254
chrXII	575430	572030	1700	-0.4569402057657932	0.45052346029721535
chrXII	575257	570857	2200	-0.3095112242683293	0.4369417550775891
chrXII	575049	570649	2200	-0.2977296730762164	0.4369417550775891
chrXII	577172	572672	2250	-0.408001109425379	0.4866121063378876
chrXII	588015	586415	800	-0.3041866930142162	0.7834689289556238
chrXII	628136	633336	2600	0.46366393728185545	0.43927023144658944
chrXII	609022	614722	2850	0.5409727486869746	0.8036473934076693
chrXII	612451	616951	2250	0.4546462049961836	0.7599532340039037
chrXII	630068	634868	2400	0.5741274864925652	0.41117552708369565
chrXII	627098	632698	2800	0.3302966287912948	0.44683717574609794
chrXII	620509	623409	1450	0.35687902769209473	0.6094292905868939
chrXII	619906	622906	1500	0.4753232760102546	0.6338763599822211
chrXII	641106	635906	2600	-0.6226162671365983	0.4076167286440346
chrXII	638606	641506	1450	0.34647084640987036	0.43742704891104794
chrXII	646450	643450	1500	-0.45647487384865754	0.49505237018571124
chrXII	636284	632984	1650	-0.4632162450231528	0.3792780257792723
chrXII	647089	645189	950	-0.4506769328735838	0.5490878698282026
chrXII	661272	659672	800	-0.2700805987726105	0.7489323052544108
chrXII	667018	671518	2250	0.2897852192784972	0.6011639322086305
chrXII	662072	660172	950	-0.2584856102141048	0.7450518870659167
chrXII	667044	665344	850	-0.40505492102353113	0.6398912014223047
chrXII	662167	667767	2800	0.49383739078495525	0.6730692922617092
chrXII	663047	667447	2200	0.5327005974241755	0.6610010242139641
chrXII	664878	670378	2750	0.3172515047329314	0.6311323775843458
chrXII	667170	672370	2600	0.45400424104685916	0.5878926958728686
chrXII	674597	680297	2850	0.5614627530973686	0.44653244218436405
chrXII	665002	669602	2300	0.4845555289716652	0.6200231897501305
chrXII	669549	673949	2200	0.5369983558186942	0.5688008966703384
chrXII	670155	674155	2000	0.5480526330363451	0.5427240226486559
chrXII	672954	678954	3000	0.3452783030383621	0.47846334777171345
chrXII	676031	681331	2650	0.5712039927018431	0.42530066155203844
chrXII	677796	682296	2250	0.5191491058690154	0.40259982865351296
chrXII	678630	682330	1850	0.39142924641355703	0.39022107561791025
chrXII	708230	704130	2050	-0.48182475429393523	0.25029103136413716
chrXII	684755	688355	1800	0.27668327241149215	0.3145517614547704
chrXII	692588	697588	2500	0.49689694549977376	0.20450122712427776
chrXII	684328	688528	2100	0.48099158137911574	0.3145517614547704
chrXII	714628	709428	2600	-0.5186243903658282	0.3506014841440083
chrXII	687165	690365	1600	0.4256046139653982	0.26949943958103856
chrXII	688039	691839	1900	0.4557679370794483	0.2555295476066246
chrXII	699361	705761	3200	0.512767296561431	0.20755019614663658
chrXII	687420	693220	2900	0.34679930038145534	0.24530172901672703
chrXII	710120	705320	2400	-0.49764558868284364	0.27221594166489527
chrXII	699425	700925	750	0.28152543161022237	0.18509913618180768
chrXII	704421	700421	2000	-0.5389510463225363	0.2037250468626201
chrXII	714700	709400	2650	-0.3820038153377009	0.3506014841440083
chrXII	725996	720296	2850	-0.5337215672962425	0.6036085827841872
chrXII	710215	705015	2600	-0.39832861899869265	0.27221594166489527
chrXII	728010	722310	2850	-0.5585737022935312	0.6599032656137416
chrXII	721623	718423	1600	-0.3888944131663364	0.527066061800684
chrXII	716344	711144	2600	-0.43255236632473226	0.40356993320063644
chrXII	718538	714238	2150	-0.3810346535510729	0.46030243299128454
chrXII	725219	720319	2450	-0.5241159701060486	0.6036085827841872
chrXII	724599	719799	2400	-0.5131981438338391	0.5653857550518226
chrXII	758699	761799	1550	0.3862665234186517	0.4380089667033838
chrXII	728735	724135	2300	-0.4642923261861068	0.695226776431484
chrXII	732035	737035	2500	0.4723419809963548	0.7318585296410097
chrXII	744335	740335	2000	-0.4559629843101942	0.746449069511276
chrXII	738828	734228	2300	-0.44123753464258164	0.7331777687595415
chrXII	729729	725029	2350	-0.5772456504148171	0.702211722418691
chrXII	756429	760129	1850	0.5011287867813202	0.49103561559124204
chrXII	749530	752930	1700	0.42300521409206343	0.6757855527856687
chrXII	734413	731213	1600	-0.3758208133180021	0.7430148124528958
chrXII	751659	755759	2050	0.5521154415318605	0.6321301717973988
chrXII	745280	734980	5150	-0.40091506048204234	0.7387462880295798
chrXII	761553	766753	2600	0.5431769646921278	0.37582452444908243
chrXII	750389	755689	2650	0.5911627848975884	0.6369807267410027
chrXII	746919	751019	2050	0.37073835282611856	0.6980982794493722
chrXII	755348	760548	2600	0.44289742430490875	0.5027159384440967
chrXII	775548	770048	2750	-0.5058094160628412	0.347108689070542
chrXII	756816	761516	2350	0.47696660903261834	0.4782689495687351
chrXII	750173	754673	2250	0.4548380639528735	0.6521533615475293
chrXII	779773	775773	2000	-0.42172444274582477	0.42095445146578553
chrXII	760714	766014	2650	0.45586531566516597	0.3851653235936383
chrXII	754238	758338	2050	0.6364136616160362	0.5564606643863412
chrXII	776938	771938	2500	-0.5828435114863119	0.3634067353340935
chrXII	794638	798538	1950	0.5504012244683025	0.7366701451291862
chrXII	755913	760513	2300	0.3537330649358471	0.5027159384440967
chrXII	766326	770126	1900	0.4594295196288935	0.3350406786866872
chrXII	784526	779126	2700	-0.5481053845695106	0.507954889494399
chrXII	759668	765068	2700	0.4507207508336456	0.39497734858335476
chrXII	774368	768568	2900	-0.4738768633661991	0.3404288447363409
chrXII	764709	769409	2350	0.33059810929496025	0.33682564528700537
chrXII	761528	764628	1550	0.5207747614823208	0.4019208843024717
chrXII	782566	777066	2750	-0.5721192928121626	0.470120329036788
chrXII	772531	768631	1950	-0.27904956159269206	0.32456316308191785
chrXII	783573	778773	2400	-0.3931162122188417	0.48680632049523
chrXII	785840	781640	2100	-0.47785697091396295	0.5336436894892458
chrXII	776621	771221	2700	-0.4284702138258681	0.3634067353340935
chrXII	787468	783368	2050	-0.44491087669055457	0.5920835990492203
chrXII	780833	776433	2200	-0.37459862814707245	0.44586720003091973
chrXII	787222	781922	2650	-0.32010327179578685	0.5661066618078618
chrXII	786882	783082	1900	-0.504020635877048	0.5739228844184203
chrXII	801682	806782	2550	0.4215420961466681	0.5469537686564759
chrXII	793250	791350	950	-0.3412451898033708	0.7532011517575897
chrXII	802850	804350	750	0.4042571606085086	0.5386109339671865
chrXII	802690	807090	2200	0.3746886012736051	0.5273574635566635
chrXII	804250	809850	2800	0.3694252032071821	0.4904928466062445
chrXII	802024	807424	2700	0.48996607864165426	0.5273574635566635
chrXII	800672	798072	1300	-0.26478624944385887	0.6864568638439587
chrXII	800216	804516	2150	0.5431244344552777	0.5785796278045103
chrXII	831805	836405	2300	0.2934898260746944	0.12553352529293174
chrXII	848705	842805	2950	-0.33137638567065075	0.0793281322036613
chrXII	798195	803195	2500	0.5607134156630391	0.6309660463408506
chrXII	818387	822887	2250	0.5095004789919292	0.3059369625292288
chrXII	817856	822456	2300	0.43373491952879134	0.31063233939487644
chrXII	804480	809880	2700	0.5387168311394549	0.4904928466062445
chrXII	806314	811214	2450	0.47669868159481676	0.4613890660328135
chrXII	812728	824428	5850	0.5671753094610876	0.3233633759519319
chrXII	816968	823168	3100	0.3634835898483168	0.31490086381819243
chrXII	833584	837884	2150	0.42236968354431786	0.0933644462480918
chrXII	817109	821609	2250	0.36229986276556375	0.3129219085164358
chrXII	822709	828109	2700	0.4960548808281424	0.24546792222599523
chrXII	821147	819647	750	-0.2822963217008886	0.3019012374308334
chrXII	822747	828747	3000	0.5853392550089609	0.24546792222599523
chrXII	842396	846496	2050	0.290859836326495	0.07171140355962674
chrXII	836411	839711	1650	0.3873293330930013	0.059662637447581574
chrXII	838316	845016	3350	0.588871746486014	0.06330040871934613
chrXII	832625	837525	2450	0.3763319400588256	0.1102057446164352
chrXII	833246	836446	1600	0.28935032405276734	0.10331782518793373
chrXII	879646	874546	2550	-0.3203781542887081	0.15405514651412974
chrXII	847091	852491	2700	0.5098718812241261	0.0863405930134437
chrXII	848206	843306	2450	-0.5144239231259197	0.08149007027782619
chrXII	854498	848298	3100	-0.4072585979229021	0.08897382594988262
chrXII	855140	851740	1700	-0.34047778395776945	0.08102440721201234
chrXII	871722	866122	2800	-0.5393737310502681	0.08013169845594924
chrXII	881201	877701	1750	-0.5343391950333157	0.1976715558389859
chrXII	860413	858613	900	-0.3425058258481902	0.10516068564361226
chrXII	865741	869441	1850	0.36113300972421125	0.07403946122480538
chrXII	884754	879754	2500	-0.43853206813971474	0.25164888785823336
chrXII	869249	863749	2750	-0.42926882974565617	0.07849647598618563
chrXII	880756	876556	2100	-0.4467385064003338	0.17555297891665225
chrXII	885834	880034	2900	-0.5372441829835013	0.2780362468677734
chrXII	874157	868557	2800	-0.4632821926950185	0.10094774300235494
chrXII	884083	881283	1400	-0.39655276941747003	0.2828866890834252
chrXII	885925	880325	2800	-0.5556394893250348	0.2780362468677734
chrXII	884255	879155	2550	-0.4828322962248151	0.25164888785823336
chrXII	883611	877911	2850	-0.5727666891007901	0.22085462511284304
chrXII	893711	896711	1500	0.5216169503346385	0.23719418517015478
chrXII	888697	877097	5800	-0.43687201098444467	0.26765601548559986
chrXII	889697	893497	1900	0.486519414328277	0.3306168473534698
chrXII	885984	879984	3000	-0.4690685108044308	0.25993653186244065
chrXII	890984	896084	2550	0.5238563331651188	0.28255426815633206
chrXII	884028	879028	2500	-0.5333991022303933	0.25164888785823336
chrXII	898896	903196	2150	0.42529002739897603	0.15036845936318377
chrXII	905120	909620	2250	0.42418139010389405	0.10314317738226383
chrXII	902467	905067	1300	0.3668145226097079	0.1268916555549115
chrXII	907724	912624	2450	0.5206248648485402	0.09410175147029468
chrXII	894946	900046	2550	0.5167013944775569	0.1912520808659716
chrXII	894950	898850	1950	0.4708943701404939	0.20908013991149252
chrXII	912750	906650	3050	-0.5242742721512362	0.09795447079057733
chrXII	907382	903782	1800	-0.4634520386467221	0.11688001236786684
chrXII	924233	917833	3200	-0.4959672789303663	0.1811699228940809
chrXII	917450	912750	2350	-0.4474184262446413	0.1257275784103427
chrXII	926097	921197	2450	-0.5193678922184557	0.22720206002280333
chrXII	921736	919036	1350	-0.44165716150208567	0.1645325654949402
chrXII	922636	918636	2000	-0.426059864259669	0.16414439484414564
chrXII	942703	937403	2650	-0.37730549373823147	0.2398134191354089
chrXII	928767	921667	3550	-0.5770862358283875	0.24388805148124537
chrXII	929867	934967	2550	0.4878385136315529	0.25688783890853584
chrXII	931160	935660	2250	0.4965302548727619	0.24819545094401613
chrXII	947431	942831	2300	-0.4903329820882111	0.32013933174870046
chrXII	941867	935167	3350	-0.5643382276552807	0.2239034791066794
chrXII	954829	956329	750	0.40190929304708484	0.22700800690539233
chrXII	949653	955353	2850	0.33983011613268754	0.2634292119073846
chrXII	949701	954501	2400	0.4557579333585246	0.27124567607784034
chrXII	962662	967062	2200	0.4979820719130318	0.09972832563562471
chrXII	958066	962466	2200	0.4502918754934223	0.15809051732467588
chrXII	954948	959648	2350	0.3504565987544731	0.20605349102363427
chrXII	959960	965560	2800	0.4167533443372297	0.13021776279646308
chrXII	980328	984428	2050	0.44440993581456645	0.08963877132973902
chrXII	954456	957656	1600	0.4421121413389937	0.22700808742535805
chrXII	952584	957184	2300	0.4210171452017958	0.2318586906809413
chrXII	956140	959140	1500	0.4404834582433253	0.18830028793939751
chrXII	965209	969909	2350	0.39843587583424295	0.08963901288963624
chrXII	991409	987009	2200	-0.37652147440245676	0.15250275378282804
chrXII	977692	973592	2050	-0.5105472296765482	0.07722154585451016
chrXII	964313	969313	2500	0.25322445740871585	0.08828080210769075
chrXII	971448	973548	1050	0.35097126769135834	0.08498238223149823
chrXII	967413	971613	2100	0.3719779585469735	0.0966239588768432
chrXII	979413	976013	1700	-0.2817618469710995	NA
chrXII	975139	971739	1700	-0.5402033942146397	0.0817228051867742
chrXII	985367	978967	3200	-0.4537177387306696	0.09499391269059088
chrXII	984102	978602	2750	-0.5087391868439403	0.08963877132973902
chrXII	984485	979685	2400	-0.2680199372538945	0.08963877132973902
chrXII	985762	980762	2500	-0.41401661171389703	0.09499391269059088
chrXII	987773	983173	2300	-0.5019393793484469	0.10733395172667023
chrXII	1005715	1000415	2650	-0.4714603628405813	0.42588249882440854
chrXII	991280	987780	1750	-0.42705909003268083	0.15250275378282804
chrXII	1005014	1000014	2500	-0.581729615855453	0.42588249882440854
chrXII	1006459	1001659	2400	-0.5368969365457871	0.4522698578339486
chrXII	1007059	1011459	2200	0.6486642877261098	0.453550157497053
chrXII	1015323	1019223	1950	0.5177928367389755	0.29615823139505676
chrXII	1026968	1032968	3000	0.5071519766432069	0.14984208884434996
chrXII	1021221	1026021	2400	0.43332885475534033	0.24679852616254733
chrXII	1012201	1016601	2200	0.3667856618497572	0.35762478984288953
chrXII	1038606	1042606	2000	0.368527106233954	0.10942953214679119
chrXII	1026847	1031247	2200	0.5254464102867079	0.15948782860198024
chrXII	1014545	1018945	2200	0.46919855851778225	0.3236320946141806
chrXII	1033203	1038503	2650	0.5251600934372069	0.08886280041999223
chrXII	1018896	1025696	3400	0.5596758381949218	0.25829444218988545
chrXII	1023610	1028410	2400	0.5305431474200715	0.2163366958471023
chrXII	1041346	1039046	1150	-0.25658050560130014	0.11214595371068214
chrXII	1045730	1041330	2200	-0.4765453622260206	0.11478462519566364
chrXII	1044025	1048825	2400	0.4678639630284991	0.13760179334067685
chrXII	1058238	1053738	2250	-0.5414669864014121	0.27396177556186835
chrXII	1070748	1073048	1150	0.2960369850320198	NA
chrXII	1057304	1053104	2100	-0.28453481613832504	0.2728751425203394
chrXII	1070903	1072903	1000	0.29266492948910316	NA
chrXIII	53403	58103	2350	0.35892712277605754	0.31490086381819243
chrXIII	31587	26387	2600	-0.4427277543495283	0.7173066393542943
chrXIII	33187	37087	1950	0.33057434983359835	0.7008145399733318
chrXIII	17059	11859	2600	-0.35593738230823035	0.4199234462177242
chrXIII	29305	26205	1550	-0.382074518584566	0.7200228998782539
chrXIII	33005	34905	950	0.3179133174696933	0.7130379538910467
chrXIII	17308	12408	2450	-0.5351198456872983	0.4274349237636965
chrXIII	18937	15437	1750	-0.357795642838182	0.47671700774924153
chrXIII	18933	14733	2100	-0.46915305232503257	0.46519199180628834
chrXIII	29159	24859	2150	-0.4514822464451277	0.6876210215084932
chrXIII	19187	14787	2200	-0.5416923427480285	0.47865721684348855
chrXIII	22745	18445	2150	-0.30385713539330117	0.5457508647844319
chrXIII	13866	9066	2400	-0.5209162893823768	0.3580907105725937
chrXIII	48966	54466	2750	0.5849366763625568	0.3899881014496355
chrXIII	16175	12475	1850	-0.5014892112753195	0.41466809670125815
chrXIII	17284	14084	1600	-0.28229273572258523	0.45750864784431955
chrXIII	28079	22879	2600	-0.4536869834799492	0.6577413735509857
chrXIII	31652	25752	2950	-0.5337258490477641	0.7051386001672975
chrXIII	32452	36352	1950	0.4317655869245802	0.7189752062921522
chrXIII	36190	39190	1500	0.5385732702740921	0.6728752391442983
chrXIII	39063	43163	2050	0.32896392014004344	0.591850735308327
chrXIII	36494	38894	1200	0.49737351394707396	0.6829645518902867
chrXIII	58391	62191	1900	0.4661917969025663	0.23073337584787532
chrXIII	72491	68891	1800	-0.5332077258137145	0.1862629717664793
chrXIII	53082	57382	2150	0.4344913643483605	0.3254946180454906
chrXIII	67182	62882	2150	-0.48318777151777503	0.19266591944138475
chrXIII	49510	52410	1450	0.4940445309852274	0.39668193325216927
chrXIII	45397	48897	1750	0.41779593309441365	0.4528518561462501
chrXIII	87497	83497	2000	-0.4615147857359584	0.4158320289098885
chrXIII	53125	59725	3300	0.5642874362965803	0.3070013720602161
chrXIII	60852	66352	2750	0.45000497971232634	0.2012307131676371
chrXIII	53819	58019	2100	0.5544481442362218	0.31490086381819243
chrXIII	60062	65062	2500	0.4883031709505225	0.20663565037586726
chrXIII	59610	64010	2200	0.4594980487993324	0.21944122364581528
chrXIII	84784	78784	3000	-0.39898341102326257	0.3327788498436073
chrXIII	102784	106884	2050	0.33508846906716866	0.376484433880225
chrXIII	53542	58642	2550	0.43481601067456266	0.31490086381819243
chrXIII	56305	61605	2650	0.3427392222505667	0.2580518355331389
chrXIII	84205	78405	2900	-0.4001767494088189	0.3327788498436073
chrXIII	72678	67178	2750	-0.47348982596422107	0.1903374430723843
chrXIII	64473	58573	2950	-0.5080180257577026	0.22551134779379903
chrXIII	74927	69927	2500	-0.4631567094193606	0.20042675581837277
chrXIII	65139	67639	1250	0.3782326046156903	0.18742729047094522
chrXIII	75539	72039	1750	-0.39891002178213375	0.22409777378398754
chrXIII	98339	103339	2500	0.36620131392273636	0.4637173813618825
chrXIII	73236	71236	1000	-0.33982151184463455	0.21342654324566326
chrXIII	77967	72367	2800	-0.47729096920508096	0.2374854258862028
chrXIII	82926	78326	2300	-0.508915744035612	0.3115249193189944
chrXIII	83690	80190	1750	-0.44128869314347796	0.32566936247511946
chrXIII	105190	109090	1950	0.44905566859339763	0.37229327303998305
chrXIII	91140	84640	3250	-0.5094603335310208	0.47235117494733997
chrXIII	88382	86682	850	-0.279427553313282	0.4796271603506805
chrXIII	111266	115166	1950	0.4639980153965611	0.34155989719210783
chrXIII	99240	103640	2200	0.4418669855131581	0.45285195277020895
chrXIII	109709	114409	2350	0.5577631858227163	0.34322843192197944
chrXIII	110909	115609	2350	0.48994900683257814	0.34109416971032147
chrXIII	105397	108797	1700	0.5342846549137785	0.36932479177536864
chrXIII	129528	124628	2450	-0.4256984132483168	0.5979818475789257
chrXIII	134040	130040	2000	-0.5044246217031021	0.6942953214679112
chrXIII	118329	112229	3050	-0.4498255949573168	0.3668716474937126
chrXIII	124436	119236	2600	-0.48598393796692224	0.46934395552721253
chrXIII	127776	121376	3200	-0.5362124560158646	0.5310158766967857
chrXIII	128132	121632	3250	-0.5037308627432653	0.5452558843990956
chrXIII	125305	121105	2100	-0.4831121905516067	0.5059369625292287
chrXIII	135188	129388	2900	-0.38652161813509794	0.6915013706798737
chrXIII	132032	125332	3350	-0.40781202806060024	0.6264549152607881
chrXIII	143932	148232	2150	0.4068042267476806	0.6464880411746896
chrXIII	126505	123405	1550	-0.39153851504489856	0.5369613214292616
chrXIII	150015	155715	2850	0.4289604046620264	0.4792390541158586
chrXIII	150139	155439	2650	0.5124608925100951	0.4792390541158586
chrXIII	141317	145917	2300	0.42571262071863214	0.6977878910854736
chrXIII	134998	131398	1800	-0.45413675047683777	0.7130379538910467
chrXIII	169517	166317	1600	-0.47992855857100813	0.6036086633041529
chrXIII	143337	147937	2300	0.44886859361579456	0.6486611784258025
chrXIII	175137	170737	2200	-0.43002271535687303	0.7239036401466107
chrXIII	153053	155653	1300	0.4120239086879514	0.4578964319992786
chrXIII	169553	164953	2300	-0.5580750410805908	0.5772213848145786
chrXIII	145090	150390	2650	0.4629902199075798	0.5964299057594321
chrXIII	167390	161690	2850	-0.5310270686836952	0.532512719854015
chrXIII	169969	165369	2300	-0.42267896712104835	0.589988211877017
chrXIII	173489	168589	2450	-0.5101475119970529	0.6715171894022841
chrXIII	181683	175483	3100	-0.4410791233855678	0.8177280118378152
chrXIII	173836	169336	2250	-0.41295150608899844	0.680791543471119
chrXIII	179979	174879	2550	-0.49580992252835265	0.8083040240658073
chrXIII	163529	159229	2150	-0.5074542267627593	0.5038415753570256
chrXIII	166750	160650	3050	-0.47895242777538166	0.5222017011338131
chrXIII	161569	154269	3650	-0.4828930367387454	0.47497065047249115
chrXIII	161522	157222	2150	-0.4629918702201273	0.4814899414458809
chrXIII	174293	169193	2550	-0.47221053009729475	0.6928598115188642
chrXIII	171401	165801	2800	-0.3941231751529604	0.6156659185211565
chrXIII	176897	170597	3150	-0.41077808177778063	0.7335771017781568
chrXIII	176630	178930	1150	0.28861789927450826	0.8156769152479048
chrXIII	178147	172947	2600	-0.5306560132568701	0.7758188880514812
chrXIII	169728	166028	1850	-0.4237826575682784	0.6036086633041529
chrXIII	168708	164008	2350	-0.5055825282017755	0.5704305563607552
chrXIII	180765	176565	2100	-0.3481275463785356	0.8221185769223336
chrXIII	177168	173068	2050	-0.5193191210713048	0.7841673913463582
chrXIII	175224	170124	2550	-0.43281579015127497	0.7239036401466107
chrXIII	177086	172286	2400	-0.484642572649636	0.7673649358094833
chrXIII	202599	207299	2350	0.39067873517063184	0.38533183888276945
chrXIII	203070	207670	2300	0.5542773319019695	0.3771828318549868
chrXIII	205814	211214	2700	0.46591808991749095	0.335938729367334
chrXIII	231714	226514	2600	-0.44871116874972544	0.39464477811918247
chrXIII	223125	217825	2650	-0.4711170141028785	0.2767335028393641
chrXIII	207570	213370	2900	0.4192458436348849	0.3065023783297307
chrXIII	203312	204712	700	0.33157054764005556	0.3830033625137689
chrXIII	211266	212666	700	0.3616640455402554	0.2625142520339344
chrXIII	220366	215766	2300	-0.5043978714390851	0.26464851424559244
chrXIII	252712	247612	2550	-0.4814199071726916	0.6753976075907782
chrXIII	208316	213016	2350	0.4183279537499571	0.2918119246848449
chrXIII	247601	241701	2950	-0.515405690542674	0.5168799295473305
chrXIII	218411	212111	3150	-0.4239287918098005	0.2572756460691994
chrXIII	243692	240892	1400	-0.41630047130279474	0.46041896148569006
chrXIII	247068	242368	2350	-0.4654939518281449	0.5265810900470881
chrXIII	240652	237052	1800	-0.2766077256300358	0.41297973795582354
chrXIII	236123	224523	5800	-0.2585436079223619	0.3849734878722067
chrXIII	230417	224717	2850	-0.5067182332297423	0.38400128095762626
chrXIII	226155	220555	2800	-0.4334318228874349	0.3199732765736592
chrXIII	227455	232555	2550	0.4752654549538538	0.3940627798068809
chrXIII	245467	239367	3050	-0.5565335854040724	0.47097927001979417
chrXIII	237290	231890	2700	-0.4186529706156382	0.38948924575337707
chrXIII	237972	232772	2600	-0.549146911632034	0.38785388524938647
chrXIII	250500	246300	2100	-0.3918425829959537	0.6302674551181711
chrXIII	245330	239730	2800	-0.37644528953975065	0.47097927001979417
chrXIII	246626	241726	2450	-0.28692831222305537	0.507178677024755
chrXIII	251085	247185	1950	-0.4983945490721332	0.6570429203625331
chrXIII	247428	243428	2000	-0.4703863686911455	0.5392314530310935
chrXIII	244364	240464	1950	-0.4084280565804429	0.46845150443503975
chrXIII	248074	243974	2050	-0.537297550338687	0.5523862897043951
chrXIII	249693	245093	2300	-0.6211535517269391	0.6004653409859508
chrXIII	252895	250195	1350	-0.31639881171304707	0.7306945330164066
chrXIII	249727	247727	1000	-0.26022134783081335	0.6201006821651497
chrXIII	274335	276835	1250	0.4523476156497229	0.7504847301936988
chrXIII	258095	255895	1100	-0.31376008224522683	0.8207217326608306
chrXIII	274095	277595	1750	0.3408562517530848	0.7630964113861674
chrXIII	259082	254182	2450	-0.3981408286766925	0.8244081782518793
chrXIII	267482	270582	1550	0.4182063946075581	0.8215949716891799
chrXIII	298220	302220	2000	0.4595823599432104	0.6554128741762808
chrXIII	264340	267640	1650	0.5149441014867111	0.8661231568979844
chrXIII	275840	274040	900	-0.44578817857736	0.7369031054940383
chrXIII	264444	267844	1700	0.34195832994411246	0.8661231568979844
chrXIII	266253	269653	1700	0.46843701226387446	0.8221768894815158
chrXIII	269190	273690	2250	0.45352875107950386	0.7555295959186039
chrXIII	294079	298979	2450	0.45421372619720873	0.7599532340039036
chrXIII	302723	307223	2250	0.3914544140181813	0.5665499127163571
chrXIII	285641	281841	1900	-0.4637544618864263	0.8577415115852126
